investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001150,2024-02-26,125497,Lumpsum,410080,Tamil Nadu,Coimbatore,B30,26-35,Female,19.5,Net Banking,Verified
INV004483,2024-02-26,120843,Lumpsum,236309,Tamil Nadu,Chennai,T30,46-55,Female,72.3,UPI,Verified
INV000559,2024-02-26,100016,Lumpsum,476386,Madhya Pradesh,Indore,T30,26-35,Male,6.1,UPI,Verified
INV003531,2024-02-26,120844,Lumpsum,61411,Delhi,Gurugram,T30,36-45,Male,41.9,Mandate,Verified
INV004250,2024-02-26,120841,Lumpsum,527006,Haryana,Gurugram,T30,26-35,Female,6.4,Net Banking,Verified
INV001902,2024-02-26,118633,Redemption,114584,Punjab,Chandigarh,T30,46-55,Female,22.2,UPI,Verified
INV001652,2024-02-26,118636,Redemption,57851,Tamil Nadu,Chennai,T30,26-35,Female,12.7,Cheque,Verified
INV000745,2024-02-26,120505,Lumpsum,158025,Punjab,Chandigarh,T30,26-35,Female,13.2,Cheque,Verified
INV004141,2024-02-26,118635,Redemption,138770,Telangana,Hyderabad,T30,36-45,Female,45.8,Net Banking,Verified
INV003097,2024-02-26,120843,Lumpsum,483216,Punjab,Chandigarh,T30,26-35,Male,21.5,UPI,Verified
INV004605,2024-02-26,101207,Lumpsum,398968,Maharashtra,Nashik,B30,36-45,Male,17.8,Net Banking,Pending
INV001396,2024-02-26,120841,Lumpsum,67764,Rajasthan,Jaipur,T30,26-35,Female,10.6,Net Banking,Verified
INV002349,2024-02-26,119120,Lumpsum,168699,Punjab,Amritsar,B30,26-35,Female,9.6,Mandate,Verified
INV002070,2024-02-26,119092,Redemption,267173,Telangana,Hyderabad,T30,36-45,Male,40.3,Net Banking,Verified
INV002039,2024-02-26,102886,Lumpsum,483765,Madhya Pradesh,Bhopal,B30,46-55,Male,17.3,Net Banking,Verified
INV000105,2024-02-26,100016,Lumpsum,198069,Punjab,Chandigarh,T30,56+,Male,41.4,Mandate,Verified
INV002570,2024-02-26,119093,Lumpsum,318646,Punjab,Chandigarh,T30,36-45,Male,55.3,Net Banking,Verified
INV000427,2024-02-26,120842,Lumpsum,399400,Punjab,Amritsar,B30,56+,Female,18.6,Net Banking,Verified
INV001970,2024-02-26,101208,Lumpsum,310253,Gujarat,Surat,T30,36-45,Male,55.1,UPI,Verified
INV004917,2024-02-26,149322,Lumpsum,44716,Uttar Pradesh,Kanpur,B30,26-35,Male,18.3,UPI,Verified
INV003144,2024-02-26,149323,Redemption,157231,Haryana,Gurugram,T30,36-45,Female,38.0,UPI,Verified
INV002648,2024-02-26,101206,Lumpsum,445665,Punjab,Chandigarh,T30,36-45,Male,57.1,Mandate,Verified
INV001342,2024-02-26,100025,Lumpsum,44093,West Bengal,Kolkata,T30,26-35,Female,15.5,Cheque,Verified
INV003340,2024-02-27,119599,Lumpsum,250922,Madhya Pradesh,Indore,T30,26-35,Male,22.5,Mandate,Verified
INV004552,2024-02-27,149323,Lumpsum,197695,Telangana,Hyderabad,T30,36-45,Female,42.8,UPI,Verified
INV001022,2024-02-27,119120,Redemption,16485,Karnataka,Mysore,B30,36-45,Male,19.6,Cheque,Verified
INV002286,2024-02-27,119093,Lumpsum,230977,Tamil Nadu,Coimbatore,B30,18-25,Male,5.9,Net Banking,Verified
INV001905,2024-02-27,149322,Redemption,287299,Tamil Nadu,Chennai,T30,26-35,Male,19.2,UPI,Verified
INV002399,2024-02-27,148568,Redemption,90033,Gujarat,Ahmedabad,T30,46-55,Female,34.7,Net Banking,Pending
INV000346,2024-02-27,118636,Lumpsum,433700,Haryana,Faridabad,B30,26-35,Male,22.0,Cheque,Verified
INV003077,2024-02-27,149323,Redemption,208026,Tamil Nadu,Coimbatore,B30,18-25,Female,4.6,UPI,Verified
INV001706,2024-02-27,148567,Lumpsum,186496,West Bengal,Kolkata,T30,26-35,Male,14.2,Mandate,Verified
INV002182,2024-02-27,120841,Lumpsum,287809,Madhya Pradesh,Bhopal,B30,36-45,Male,54.3,Net Banking,Verified
INV001079,2024-02-27,149322,Redemption,175311,West Bengal,Kolkata,T30,26-35,Male,10.1,Mandate,Verified
INV001442,2024-02-27,102885,Redemption,343420,Uttar Pradesh,Lucknow,T30,26-35,Male,16.2,UPI,Verified
INV003359,2024-02-27,120504,Redemption,165945,Gujarat,Ahmedabad,T30,26-35,Male,18.4,UPI,Verified
INV000625,2024-02-27,100033,Lumpsum,22643,Rajasthan,Jaipur,T30,46-55,Female,19.7,Mandate,Verified
INV000227,2024-02-27,148567,Lumpsum,329688,Haryana,Gurugram,T30,36-45,Male,29.1,Cheque,Verified
INV001875,2024-02-27,120507,Redemption,134107,Karnataka,Mysore,B30,56+,Female,64.4,Cheque,Verified
INV002572,2024-02-27,101207,Lumpsum,337835,Rajasthan,Jaipur,T30,56+,Male,19.5,Cheque,Verified
INV002430,2024-02-27,119598,Redemption,373750,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,UPI,Verified
INV004565,2024-02-27,101206,Redemption,343460,Gujarat,Surat,T30,26-35,Male,9.2,UPI,Verified
INV003289,2024-02-27,101208,Redemption,231440,Uttar Pradesh,Lucknow,T30,26-35,Male,11.2,Mandate,Verified
INV001128,2024-02-27,118635,Lumpsum,128770,West Bengal,Kolkata,T30,36-45,Female,43.2,Mandate,Verified
INV001123,2024-02-27,120841,Lumpsum,184636,Uttar Pradesh,Lucknow,T30,26-35,Male,23.9,Cheque,Verified
INV004517,2024-02-28,120506,Lumpsum,296327,West Bengal,Kolkata,T30,46-55,Female,68.5,Net Banking,Pending
INV003592,2024-02-28,119120,Redemption,580964,Madhya Pradesh,Indore,T30,56+,Female,27.6,Net Banking,Verified
INV001748,2024-02-28,120504,Lumpsum,277936,Gujarat,Ahmedabad,T30,36-45,Female,16.2,Mandate,Verified
INV004028,2024-02-28,120842,Redemption,406172,Rajasthan,Jaipur,T30,18-25,Male,3.3,Mandate,Verified
INV004874,2024-02-28,118633,Lumpsum,424342,Tamil Nadu,Coimbatore,B30,46-55,Male,35.2,Mandate,Verified
INV002852,2024-02-28,102885,Lumpsum,104478,West Bengal,Kolkata,T30,46-55,Male,69.5,UPI,Verified
INV000586,2024-02-28,102886,Lumpsum,249909,West Bengal,Kolkata,T30,36-45,Male,43.8,Net Banking,Verified
INV002738,2024-02-28,120505,Lumpsum,314843,Haryana,Faridabad,B30,36-45,Male,38.7,UPI,Verified
INV004201,2024-02-28,101208,Redemption,351919,Telangana,Hyderabad,T30,36-45,Male,20.2,UPI,Verified
INV003342,2024-02-28,125498,Lumpsum,445548,Tamil Nadu,Chennai,T30,56+,Male,32.8,Mandate,Verified
INV000404,2024-02-28,100033,Redemption,59015,Telangana,Hyderabad,T30,36-45,Female,35.5,Mandate,Verified
INV004364,2024-02-28,102887,Redemption,401930,West Bengal,Kolkata,T30,36-45,Male,30.6,Net Banking,Verified
INV002101,2024-02-28,120841,Redemption,129587,Uttar Pradesh,Lucknow,T30,26-35,Male,14.7,Cheque,Verified
INV000602,2024-02-28,120506,Lumpsum,129601,West Bengal,Kolkata,T30,18-25,Male,8.0,Mandate,Verified
INV004989,2024-02-28,119599,Lumpsum,56909,Karnataka,Bangalore,T30,26-35,Male,6.4,Mandate,Verified
INV000441,2024-02-28,119094,Lumpsum,387062,Tamil Nadu,Chennai,T30,26-35,Female,8.3,Mandate,Verified
INV004408,2024-02-28,148568,Lumpsum,332797,Punjab,Amritsar,B30,26-35,Male,23.5,UPI,Verified
INV004131,2024-02-28,120506,Lumpsum,327418,Uttar Pradesh,Kanpur,B30,26-35,Male,10.3,Cheque,Verified
INV003957,2024-02-28,119598,Redemption,197501,Delhi,Noida,T30,36-45,Male,30.9,Mandate,Verified
INV003036,2024-02-28,120844,Lumpsum,15512,Telangana,Hyderabad,T30,26-35,Male,18.2,Net Banking,Verified
INV003659,2024-02-28,148569,Redemption,429318,Madhya Pradesh,Bhopal,B30,56+,Male,27.4,Mandate,Verified
INV001433,2024-02-28,125497,Redemption,525193,West Bengal,Kolkata,T30,26-35,Male,10.9,UPI,Verified
INV004932,2024-02-28,149324,Redemption,49573,Tamil Nadu,Chennai,T30,26-35,Female,21.1,Net Banking,Verified
INV003231,2024-02-28,118632,Redemption,379193,Haryana,Gurugram,T30,26-35,Male,9.1,Mandate,Verified
INV000293,2024-02-28,119599,Lumpsum,149327,Karnataka,Mysore,B30,26-35,Female,19.3,Mandate,Verified
INV002095,2024-02-28,148569,Redemption,361399,Punjab,Amritsar,B30,26-35,Male,9.2,Cheque,Verified
INV002761,2024-02-29,101206,Lumpsum,9801,Rajasthan,Jaipur,T30,26-35,Male,14.9,Mandate,Verified
INV002110,2024-02-29,120504,Lumpsum,147528,Haryana,Faridabad,B30,26-35,Female,20.8,UPI,Verified
INV002641,2024-02-29,118633,Lumpsum,55060,Maharashtra,Nashik,B30,56+,Male,27.1,UPI,Verified
INV003436,2024-02-29,148567,Redemption,184392,Maharashtra,Mumbai,T30,36-45,Female,54.4,Mandate,Verified
INV002656,2024-02-29,119093,Lumpsum,226598,Tamil Nadu,Coimbatore,B30,26-35,Male,9.6,Mandate,Pending
INV002564,2024-02-29,101207,Redemption,330487,Maharashtra,Pune,T30,18-25,Male,5.6,UPI,Verified
INV004169,2024-02-29,119120,Lumpsum,376179,Rajasthan,Udaipur,B30,26-35,Female,20.4,UPI,Pending
INV004211,2024-02-29,119552,Lumpsum,119465,Tamil Nadu,Chennai,T30,56+,Male,40.3,UPI,Verified
INV004857,2024-02-29,100016,Lumpsum,330814,Delhi,Noida,T30,26-35,Male,15.3,Cheque,Verified
INV004822,2024-02-29,120843,Redemption,263698,Rajasthan,Udaipur,B30,26-35,Male,14.8,Mandate,Verified
INV001692,2024-02-29,100025,Redemption,50100,Rajasthan,Jaipur,T30,26-35,Male,11.7,Mandate,Pending
INV003395,2024-02-29,118635,Lumpsum,330044,Gujarat,Ahmedabad,T30,36-45,Male,39.2,Net Banking,Verified
INV004627,2024-02-29,148568,Redemption,523963,West Bengal,Kolkata,T30,36-45,Male,47.7,Cheque,Verified
INV000031,2024-02-29,118636,Redemption,90549,Madhya Pradesh,Indore,T30,36-45,Male,27.3,Cheque,Pending
INV001182,2024-02-29,120844,Lumpsum,447124,Punjab,Amritsar,B30,26-35,Male,9.1,Mandate,Pending
INV003783,2024-02-29,102887,Redemption,521063,Madhya Pradesh,Indore,T30,18-25,Male,3.5,Net Banking,Verified
INV004990,2024-02-29,149324,Lumpsum,380449,Maharashtra,Nashik,B30,26-35,Female,9.5,Cheque,Verified
INV000451,2024-02-29,118634,Lumpsum,224227,Madhya Pradesh,Indore,T30,46-55,Male,23.4,Mandate,Verified
INV004891,2024-02-29,100025,Lumpsum,273035,Telangana,Hyderabad,T30,46-55,Female,83.5,Net Banking,Verified
INV001261,2024-02-29,119094,Redemption,474118,Rajasthan,Jaipur,T30,46-55,Male,50.0,Net Banking,Verified
INV003362,2024-03-01,119598,Redemption,129675,Karnataka,Bangalore,T30,36-45,Female,22.6,Cheque,Verified
INV003644,2024-03-01,101207,Lumpsum,313751,Gujarat,Ahmedabad,T30,26-35,Female,8.2,UPI,Verified
INV002956,2024-03-01,125498,Lumpsum,289520,Gujarat,Surat,T30,36-45,Female,53.7,UPI,Verified
INV000606,2024-03-01,149324,Lumpsum,435956,Karnataka,Mysore,B30,18-25,Male,7.8,Net Banking,Verified
INV004600,2024-03-01,100033,Lumpsum,92811,West Bengal,Kolkata,T30,46-55,Female,35.5,Net Banking,Verified
INV003389,2024-03-01,119120,Lumpsum,310950,Telangana,Hyderabad,T30,26-35,Male,22.3,Mandate,Verified
INV004790,2024-03-01,102887,Lumpsum,313552,Tamil Nadu,Coimbatore,B30,18-25,Male,3.4,Mandate,Verified
INV002244,2024-03-01,102885,Lumpsum,108195,Maharashtra,Mumbai,T30,36-45,Male,49.4,Cheque,Verified
INV000861,2024-03-01,120843,Redemption,306304,Uttar Pradesh,Lucknow,T30,18-25,Male,4.2,Cheque,Verified
INV000242,2024-03-01,119552,Redemption,44049,Maharashtra,Nashik,B30,36-45,Male,40.2,Mandate,Verified
INV000332,2024-03-01,119599,Lumpsum,511864,Telangana,Hyderabad,T30,36-45,Female,12.9,UPI,Verified
INV002235,2024-03-01,102886,Lumpsum,342397,Uttar Pradesh,Agra,B30,36-45,Female,32.1,Cheque,Verified
INV002610,2024-03-01,101206,Lumpsum,200775,Tamil Nadu,Coimbatore,B30,36-45,Female,31.7,Mandate,Verified
INV002617,2024-03-01,119093,Redemption,33308,Maharashtra,Nashik,B30,26-35,Male,13.9,Mandate,Verified
INV001922,2024-03-01,120505,Redemption,51182,West Bengal,Kolkata,T30,18-25,Male,5.5,Cheque,Verified
INV002769,2024-03-01,100025,Lumpsum,277270,Maharashtra,Pune,T30,18-25,Female,4.5,Net Banking,Verified
INV004529,2024-03-01,120844,Lumpsum,24538,Uttar Pradesh,Kanpur,B30,18-25,Male,6.3,UPI,Verified
INV000124,2024-03-01,119095,Lumpsum,115540,Punjab,Amritsar,B30,36-45,Female,46.2,UPI,Verified
INV003967,2024-03-01,120506,Lumpsum,281177,Tamil Nadu,Coimbatore,B30,46-55,Male,79.9,Mandate,Verified
INV000051,2024-03-01,120504,Redemption,513580,Haryana,Gurugram,T30,36-45,Male,21.0,UPI,Verified
INV002640,2024-03-01,149324,Redemption,22722,Haryana,Faridabad,B30,56+,Female,50.5,Cheque,Verified
INV003903,2024-03-01,102886,Lumpsum,501761,Karnataka,Mysore,B30,18-25,Female,6.6,Net Banking,Pending
INV000955,2024-03-01,119552,Lumpsum,243486,Gujarat,Surat,T30,26-35,Male,6.7,UPI,Verified
INV002911,2024-03-01,100016,Lumpsum,6678,Gujarat,Surat,T30,26-35,Male,24.1,UPI,Verified
INV002207,2024-03-01,119095,Redemption,213858,Madhya Pradesh,Indore,T30,26-35,Female,6.6,UPI,Verified
INV002630,2024-03-01,118636,Lumpsum,96515,Punjab,Amritsar,B30,36-45,Male,19.6,UPI,Verified
INV002334,2024-03-02,119599,Redemption,240370,Gujarat,Surat,T30,56+,Male,40.4,Mandate,Verified
INV002283,2024-03-02,120844,Lumpsum,177346,Karnataka,Bangalore,T30,26-35,Female,14.5,Mandate,Pending
INV000791,2024-03-02,101207,Redemption,288385,Madhya Pradesh,Bhopal,B30,26-35,Male,18.4,Net Banking,Verified
INV003959,2024-03-02,148569,Lumpsum,320312,Haryana,Gurugram,T30,46-55,Male,81.1,UPI,Verified
INV001959,2024-03-02,118635,Lumpsum,241187,Tamil Nadu,Chennai,T30,18-25,Female,4.7,Mandate,Verified
INV001679,2024-03-02,120503,Redemption,274911,Haryana,Faridabad,B30,36-45,Female,46.7,Net Banking,Verified
INV003155,2024-03-02,120841,Lumpsum,414830,Rajasthan,Jaipur,T30,36-45,Male,50.9,Cheque,Verified
INV000589,2024-03-02,148569,Lumpsum,505227,Uttar Pradesh,Kanpur,B30,18-25,Female,6.3,Cheque,Verified
INV002671,2024-03-02,120843,Lumpsum,359805,Madhya Pradesh,Indore,T30,18-25,Male,6.3,Net Banking,Verified
INV002594,2024-03-02,102885,Redemption,288663,Haryana,Gurugram,T30,26-35,Male,23.7,Net Banking,Verified
INV000717,2024-03-02,119094,Lumpsum,417969,Tamil Nadu,Chennai,T30,46-55,Male,44.9,Net Banking,Verified
INV003277,2024-03-02,118636,Lumpsum,207110,Rajasthan,Jaipur,T30,18-25,Male,3.3,UPI,Verified
INV000776,2024-03-02,120841,Lumpsum,477270,Rajasthan,Jaipur,T30,26-35,Male,12.4,Mandate,Verified
INV004980,2024-03-02,118636,Lumpsum,307872,Punjab,Amritsar,B30,36-45,Female,36.6,Cheque,Verified
INV004963,2024-03-02,119598,Lumpsum,189578,Delhi,Noida,T30,36-45,Female,59.6,UPI,Verified
INV003211,2024-03-02,119093,Redemption,368068,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,UPI,Verified
INV002914,2024-03-02,101207,Redemption,385754,Rajasthan,Udaipur,B30,18-25,Male,7.4,Cheque,Verified
INV001126,2024-03-02,119599,Redemption,424631,Rajasthan,Jaipur,T30,26-35,Female,22.6,Net Banking,Verified
INV001398,2024-03-02,118635,Lumpsum,128165,Madhya Pradesh,Indore,T30,26-35,Female,18.4,Mandate,Verified
INV003242,2024-03-02,118636,Lumpsum,110127,Punjab,Chandigarh,T30,26-35,Female,18.1,Cheque,Verified
INV002607,2024-03-02,119599,Lumpsum,354957,Rajasthan,Udaipur,B30,36-45,Male,57.5,UPI,Verified
INV000265,2024-03-02,125498,Lumpsum,168814,Madhya Pradesh,Bhopal,B30,36-45,Male,14.1,UPI,Verified
INV003467,2024-03-02,149324,Lumpsum,556090,Madhya Pradesh,Indore,T30,46-55,Female,89.7,Cheque,Verified
INV002393,2024-03-02,119598,Redemption,57944,Madhya Pradesh,Bhopal,B30,26-35,Female,15.2,UPI,Verified
INV001950,2024-03-02,119095,Redemption,252649,Maharashtra,Pune,T30,26-35,Female,6.0,Cheque,Verified
INV004511,2024-03-03,148567,Lumpsum,147587,Gujarat,Ahmedabad,T30,46-55,Female,43.6,Cheque,Verified
INV000637,2024-03-03,119551,Lumpsum,359934,Punjab,Chandigarh,T30,26-35,Male,13.9,UPI,Verified
INV001038,2024-03-03,125498,Lumpsum,472193,West Bengal,Kolkata,T30,26-35,Male,24.4,Mandate,Verified
INV000097,2024-03-03,149323,Lumpsum,189598,Karnataka,Mysore,B30,18-25,Male,6.0,UPI,Verified
INV001882,2024-03-03,100033,Lumpsum,396256,Rajasthan,Udaipur,B30,26-35,Male,22.9,Net Banking,Verified
INV001407,2024-03-03,118632,Redemption,139095,Rajasthan,Udaipur,B30,26-35,Female,22.2,UPI,Verified
INV002650,2024-03-03,102887,Redemption,239667,Telangana,Hyderabad,T30,26-35,Male,13.7,Mandate,Verified
INV001276,2024-03-03,118632,Redemption,227211,Rajasthan,Jaipur,T30,56+,Male,46.2,UPI,Verified
INV001943,2024-03-03,102887,Lumpsum,532316,West Bengal,Kolkata,T30,56+,Female,28.3,Cheque,Verified
INV002543,2024-03-03,120843,Redemption,301263,Madhya Pradesh,Indore,T30,18-25,Female,7.7,Net Banking,Pending
INV001926,2024-03-03,120842,Lumpsum,251744,Uttar Pradesh,Agra,B30,46-55,Female,26.9,Cheque,Verified
INV004032,2024-03-03,119093,Redemption,303093,West Bengal,Kolkata,T30,46-55,Male,55.5,Cheque,Verified
INV001784,2024-03-03,148568,Lumpsum,251127,Madhya Pradesh,Bhopal,B30,26-35,Male,15.5,Cheque,Verified
INV001845,2024-03-03,102886,Redemption,287683,Uttar Pradesh,Agra,B30,26-35,Female,14.8,Net Banking,Verified
INV004574,2024-03-03,102885,Lumpsum,159707,Maharashtra,Mumbai,T30,36-45,Male,54.3,UPI,Verified
INV004220,2024-03-03,148568,Lumpsum,152570,Uttar Pradesh,Agra,B30,26-35,Female,15.1,Cheque,Verified
INV004048,2024-03-03,120843,Redemption,330391,Delhi,New Delhi,T30,26-35,Male,13.0,Cheque,Verified
INV002364,2024-03-03,100025,Lumpsum,142557,Rajasthan,Jaipur,T30,46-55,Male,51.3,Net Banking,Verified
INV003904,2024-03-03,120504,Redemption,310642,Karnataka,Bangalore,T30,46-55,Male,67.6,Net Banking,Verified
INV002751,2024-03-03,119598,Redemption,285955,Delhi,New Delhi,T30,36-45,Male,45.4,UPI,Verified
INV000694,2024-03-03,125498,Redemption,192133,Rajasthan,Jaipur,T30,46-55,Male,50.6,Mandate,Pending
INV000169,2024-03-03,118634,Lumpsum,66489,Rajasthan,Jaipur,T30,26-35,Male,6.9,Net Banking,Verified
INV002348,2024-03-03,148568,Lumpsum,399107,Uttar Pradesh,Agra,B30,26-35,Male,13.4,Mandate,Pending
INV003956,2024-03-03,119095,Redemption,227662,Punjab,Amritsar,B30,36-45,Male,32.3,Net Banking,Verified
INV003214,2024-03-03,119598,Lumpsum,533023,Punjab,Chandigarh,T30,36-45,Male,18.2,Net Banking,Verified
INV001549,2024-03-03,149324,Redemption,460166,Haryana,Gurugram,T30,36-45,Male,19.5,Cheque,Verified
INV002138,2024-03-03,118635,Redemption,163566,Karnataka,Bangalore,T30,46-55,Female,78.2,UPI,Verified
INV000683,2024-03-03,119120,Lumpsum,169349,Maharashtra,Mumbai,T30,26-35,Female,17.4,Mandate,Verified
INV003970,2024-03-03,101206,Redemption,382059,Telangana,Hyderabad,T30,18-25,Male,4.1,Net Banking,Verified
INV001605,2024-03-04,120844,Lumpsum,381697,Uttar Pradesh,Kanpur,B30,26-35,Female,12.4,Net Banking,Verified
INV000668,2024-03-04,120841,Redemption,41867,Telangana,Hyderabad,T30,18-25,Male,4.8,Mandate,Verified
INV001849,2024-03-04,120504,Redemption,376901,Gujarat,Ahmedabad,T30,36-45,Female,49.3,UPI,Verified
INV001055,2024-03-04,125497,Lumpsum,59484,Haryana,Gurugram,T30,26-35,Female,17.6,Net Banking,Verified
INV002418,2024-03-04,125498,Redemption,283870,Haryana,Faridabad,B30,36-45,Male,34.0,Mandate,Verified
INV003901,2024-03-04,119598,Redemption,42491,Delhi,Gurugram,T30,46-55,Male,45.4,Mandate,Verified
INV000856,2024-03-04,119552,Redemption,206193,Madhya Pradesh,Indore,T30,26-35,Male,24.8,Cheque,Verified
INV002090,2024-03-04,120505,Redemption,255570,Maharashtra,Mumbai,T30,26-35,Male,23.7,Net Banking,Verified
INV004134,2024-03-04,120843,Lumpsum,42451,West Bengal,Kolkata,T30,36-45,Male,24.4,Mandate,Verified
INV003755,2024-03-04,118635,Lumpsum,538480,Punjab,Chandigarh,T30,46-55,Male,42.7,UPI,Verified
INV004534,2024-03-04,119598,Lumpsum,285242,Maharashtra,Nashik,B30,26-35,Male,8.8,Cheque,Verified
INV004860,2024-03-04,118632,Lumpsum,95145,Punjab,Amritsar,B30,46-55,Male,47.7,Mandate,Verified
INV004271,2024-03-04,100016,Redemption,237981,Maharashtra,Mumbai,T30,18-25,Male,3.2,Cheque,Verified
INV002779,2024-03-04,101207,Lumpsum,534856,Uttar Pradesh,Lucknow,T30,26-35,Male,10.4,Cheque,Verified
INV003235,2024-03-04,148567,Redemption,346620,Haryana,Faridabad,B30,56+,Male,19.0,Cheque,Verified
INV001674,2024-03-04,119598,Lumpsum,367102,Delhi,Noida,T30,26-35,Male,12.0,Cheque,Pending
INV004869,2024-03-04,120503,Redemption,393032,West Bengal,Kolkata,T30,26-35,Male,9.7,UPI,Verified
INV004669,2024-03-04,118635,Lumpsum,333774,Punjab,Chandigarh,T30,26-35,Male,8.6,Net Banking,Pending
INV003204,2024-03-05,102886,Redemption,304613,West Bengal,Kolkata,T30,18-25,Male,6.7,Mandate,Verified
INV002989,2024-03-05,118632,Redemption,270272,Haryana,Faridabad,B30,46-55,Male,16.3,Net Banking,Verified
INV002718,2024-03-05,119552,Redemption,408296,Telangana,Hyderabad,T30,36-45,Male,15.6,UPI,Verified
INV003781,2024-03-05,118635,Redemption,443034,Tamil Nadu,Coimbatore,B30,26-35,Male,15.8,Net Banking,Pending
INV001972,2024-03-05,101207,Redemption,140114,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,Net Banking,Verified
INV001560,2024-03-05,120843,Lumpsum,278483,Punjab,Amritsar,B30,26-35,Male,22.5,Cheque,Verified
INV000811,2024-03-05,100016,Lumpsum,77179,Haryana,Faridabad,B30,36-45,Female,34.5,Mandate,Verified
INV000969,2024-03-05,118635,Redemption,295677,Uttar Pradesh,Lucknow,T30,18-25,Male,6.2,Cheque,Verified
INV002071,2024-03-05,102886,Redemption,259194,Punjab,Chandigarh,T30,56+,Male,61.1,Cheque,Verified
INV001476,2024-03-05,118634,Redemption,310212,Rajasthan,Jaipur,T30,36-45,Male,38.1,Net Banking,Verified
INV001228,2024-03-05,120506,Redemption,92775,Karnataka,Bangalore,T30,36-45,Female,29.8,Net Banking,Verified
INV000890,2024-03-05,101206,Redemption,166186,Karnataka,Bangalore,T30,26-35,Male,13.5,UPI,Verified
INV001496,2024-03-05,101207,Lumpsum,544906,West Bengal,Kolkata,T30,18-25,Male,4.5,Cheque,Verified
INV004342,2024-03-05,120504,Lumpsum,414680,Tamil Nadu,Coimbatore,B30,46-55,Female,22.1,UPI,Verified
INV001644,2024-03-05,120844,Lumpsum,78327,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,UPI,Verified
INV001208,2024-03-05,118636,Lumpsum,246807,Gujarat,Ahmedabad,T30,56+,Male,18.7,UPI,Verified
INV001210,2024-03-05,118632,Redemption,504784,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,Verified
INV002758,2024-03-05,118634,Redemption,344346,Delhi,Gurugram,T30,26-35,Male,7.3,UPI,Verified
INV002155,2024-03-05,119093,Lumpsum,313049,Telangana,Hyderabad,T30,56+,Male,26.2,Mandate,Verified
INV004040,2024-03-05,119552,Redemption,64400,Gujarat,Ahmedabad,T30,36-45,Male,54.3,Cheque,Verified
INV000609,2024-03-05,102887,Lumpsum,173643,Tamil Nadu,Coimbatore,B30,18-25,Male,3.9,Cheque,Verified
INV004204,2024-03-05,120503,Lumpsum,201776,Tamil Nadu,Chennai,T30,36-45,Male,51.7,UPI,Verified
INV002501,2024-03-05,119094,Redemption,169066,Gujarat,Ahmedabad,T30,26-35,Female,24.8,UPI,Verified
INV000652,2024-03-06,101208,Lumpsum,461128,Delhi,Gurugram,T30,26-35,Male,8.0,Net Banking,Verified
INV004287,2024-03-06,102886,Lumpsum,25338,Gujarat,Surat,T30,26-35,Female,18.1,Net Banking,Verified
INV002884,2024-03-06,148569,Lumpsum,91530,West Bengal,Kolkata,T30,18-25,Male,7.3,Mandate,Verified
INV002585,2024-03-06,100025,Lumpsum,459087,Uttar Pradesh,Lucknow,T30,18-25,Male,3.2,Net Banking,Verified
INV001928,2024-03-06,101206,Redemption,342394,Telangana,Hyderabad,T30,46-55,Female,29.2,Net Banking,Verified
INV000259,2024-03-06,119599,Lumpsum,323331,Tamil Nadu,Coimbatore,B30,36-45,Male,17.2,UPI,Verified
INV001614,2024-03-06,119093,Lumpsum,216677,Punjab,Amritsar,B30,18-25,Male,4.6,Mandate,Verified
INV003763,2024-03-06,102887,Redemption,35558,Haryana,Faridabad,B30,26-35,Female,19.1,Mandate,Verified
INV001831,2024-03-06,119095,Lumpsum,400680,Madhya Pradesh,Indore,T30,18-25,Female,4.3,Cheque,Verified
INV003909,2024-03-06,120841,Lumpsum,551189,Haryana,Gurugram,T30,46-55,Male,29.1,Mandate,Verified
INV000344,2024-03-06,149323,Lumpsum,243426,Madhya Pradesh,Bhopal,B30,36-45,Male,56.7,Cheque,Verified
INV001400,2024-03-06,120503,Lumpsum,86342,Tamil Nadu,Coimbatore,B30,36-45,Male,36.5,Net Banking,Verified
INV000893,2024-03-06,100025,Lumpsum,226089,Punjab,Chandigarh,T30,46-55,Male,35.3,Mandate,Verified
INV001662,2024-03-06,118632,Lumpsum,319464,Delhi,Gurugram,T30,36-45,Male,45.6,Mandate,Pending
INV003794,2024-03-06,118636,Lumpsum,327499,Gujarat,Ahmedabad,T30,26-35,Male,22.1,Cheque,Verified
INV000578,2024-03-06,148568,Redemption,398327,Maharashtra,Nashik,B30,26-35,Male,10.9,Mandate,Verified
INV002574,2024-03-06,120507,Lumpsum,57666,Maharashtra,Nashik,B30,26-35,Male,11.1,Mandate,Verified
INV001733,2024-03-06,148567,Lumpsum,45430,Tamil Nadu,Coimbatore,B30,36-45,Female,29.5,UPI,Verified
INV001902,2024-03-06,148568,Lumpsum,356121,Punjab,Chandigarh,T30,46-55,Female,22.2,Mandate,Verified
INV003124,2024-03-06,120844,Lumpsum,164732,West Bengal,Kolkata,T30,36-45,Male,28.8,Net Banking,Verified
